temperature,humidity,soilMoisture,soilPH,chlorophyll,turbidity,yieldLoss
18.727005942368123,18.513292883861965,26.170568373590598,9.417841918924573,57.19958782835928,39.363552027744205,68.102414383733
47.53571532049581,54.190094737835814,24.697879907199983,11.153539560679212,80.54323292999864,47.34356593750214,78.06550473130909
36.59969709057025,87.29458358764083,90.62545805210367,3.5065505830949855,76.01609297901591,85.45473932021804,65.54381569355388
29.93292420985183,73.22248864095612,24.95461998495061,8.748237394497984,15.389990469377368,34.00043860598922,86.81944800020753
7.800932022121826,80.65611478614497,27.1949726128631,8.004443764012482,14.92494697414739,86.96496848121713,100.0
7.799726016810133,65.87833667107174,75.93982624179637,11.659625275035795,26.817436774491334,8.813443097669149,70.4481888121347
2.9041806084099733,69.22765645178525,44.973984245054,12.685218846737648,36.10747263410372,77.67984372086308,100.0
43.308807288746756,84.91956515653193,77.67105569551812,0.1701948006834153,40.84555814084826,84.75476330547363,99.18596055466517
30.05575058716044,24.966800885918595,6.536615756438524,9.436278866823097,67.96972168333453,18.181765283733874,60.76288992870939
35.40362888980228,48.942496364314046,48.75711936733843,0.7257011876762063,5.66804321658354,43.03465323722004,100.0
1.0292247147901223,22.120944181960223,3.3613600183282633,7.684021311082983,3.4672704226066386,16.54997746636556,100.0
48.49549260809972,98.7668007996647,6.265320345535452,4.026858206611495,39.191056294390904,70.66041289942177,100.0
41.622132040021086,94.40593396866133,90.64374533444109,4.294872393309976,69.71636921379805,53.534776806165674,59.67490246894043
10.616955533913808,3.94268113685059,13.924537111759516,4.9414190483329925,19.343534295648258,63.5323346708321,100.0
9.091248360355031,70.55751725156884,53.24206822752171,8.698094286694541,64.15044812562518,19.648696695621116,56.073469215994486
9.17022549267169,92.52483174156659,41.10956026007065,4.676699519362769,25.982813794029948,21.17458620524195,79.36985377501631
15.212112147976885,18.057534512733355,34.73433262588427,10.257786708263925,88.60861088135164,4.149732550990636,40.41291052850317
26.237821581611893,56.79452305526295,89.98333456872724,5.663383398034176,89.56899442666165,32.20675351957297,24.86450758619466
21.597250932105787,91.54882975880419,2.18233967754895,0.9569448043394206,29.72872042813265,55.97446613336749,100.0
14.561457009902096,3.394597858579884,66.37896861755891,10.972637794777501,22.99937539632405,85.79349139973289,98.9438474338452
30.592644736118974,69.742026724684,96.33944342135504,4.000616544297884,41.13039720662313,66.69274474586807,67.44703243961645
6.974693032602092,29.734900737255078,56.016818346184195,6.058736314389677,24.05315851801487,43.53963233997514,84.48011587376196
14.607232426760907,92.43961953765304,93.68224620330918,9.596214365106622,67.23838432917036,95.31201143941378,69.37282466814779
18.318092164684586,97.10582451653677,5.225787928602377,4.6543862000819685,82.60646845482856,71.92452005758318,76.2305627408355
22.803499210851797,94.42664891134339,41.87933190741614,0.7921991860540187,67.3092130911217,93.016520286255,83.66374661074818
39.25879806965068,47.42142166574638,26.015779096205115,5.234894658179391,82.43504472493495,52.75879732721657,68.2994515555861
9.983689107917987,86.20426509893134,73.08209649807299,13.222280157720249,39.69921622074742,25.89042747931396,72.37412066290663
25.71172192068058,84.45493985350704,98.12970904972467,8.984281562179815,15.631697070886085,5.282668636472199,50.118150350570666
29.620728443102124,31.910047324325564,25.65300624442478,9.400708081340897,73.79509473975922,72.60848514838504,71.67794513591659
2.3225206359998865,82.89154741506773,65.41746014740745,8.851950150926958,36.047450514155386,12.130299800553413,69.71788054252167
30.37724259507192,3.700763471549262,19.809763275974014,2.785889945432115,67.12708252291326,30.277512827196716,66.00649367963766
8.526206184364577,59.6269878482053,56.53302545716099,5.856674097431922,27.064394198176565,53.24709078838974,86.6566205087697
3.252579649263976,23.000883728770305,46.39324866883362,10.513157177086455,8.122963480667266,56.441658777974766,100.0
47.44427686266666,12.056688577727881,97.2005329631537,1.419220565744228,99.25817954877634,60.0583196987136,54.600606764394115
48.28160165372797,7.695320162920916,60.85272726964666,3.8899388652559717,15.620150793059928,16.625533034970065,84.24666704430011
40.419867405823055,69.62887758781397,34.950637208681876,3.8684675185219506,98.8420993963481,37.97374048216488,53.629450964605695
15.230688458668535,33.98749637680661,11.409578488793336,6.048264986323084,97.72799325664472,61.71942271169667,63.14923127109264
4.883605700319194,72.47667715287615,15.124682873493455,13.72516237319059,79.38181039080396,96.98188646337847,100.0
34.211651325607846,6.535634079894237,22.53169299512351,0.9450356535735072,65.94229620819976,72.76311376996887,88.86902220123031
22.007624686980066,31.529033783061035,25.0966661340298,7.26181392132833,57.78070502510847,92.26037570939579,82.4275194481449
6.101911742238942,53.949129237533725,85.06160578411378,2.5111055481709466,86.61015453778347,76.2212058314177,66.40677055048236
24.75884550556351,79.07231648389636,56.12227882825249,13.589471635736418,28.943952161948793,59.171696889240046,85.75126713096593
1.7194260557609198,31.875250293206992,52.33909113743665,1.5862490661844988,46.7681212484877,19.202336913634454,75.72679222477078
45.4660201039391,62.58913764370091,11.476887186921747,5.650414033062278,61.93899693665019,66.66856518925131,92.10947929464216
12.938999080000846,88.5977748236187,86.0139693349435,10.330389787684487,41.11904758694911,62.337956595990704,74.85681552193729
33.1261142176991,61.58631881823046,72.28143032084837,9.863761992384234,42.7486454090268,60.24691704572665,74.47088162443357
15.585553804470548,23.295947475363377,6.766836190000158,5.918200916515051,33.02846675020844,48.978586798824075,89.64703509197601
